name,address,rating,open_close,price,gps,image_src,comments,url,tags
Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Trần Văn Khéo,"42 Trần Văn Khéo, P. Cái Khế, Quận Ninh Kiều, Cần Thơ",7.2,10:00 - 22:00,50.000đ - 300.000đ,"10.0447580000000, 105.7846810000000",https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu344ev0ejd82@resize_ss576x330,"Mỗi lần lại là ăn gà không xương sốt phô mai. Phần này 3 người ăn là đủ no luôn. Gà ướp vừa phô mai béo ngon lắm. Đúng lúc đang suy nghĩ coi trưa nay ăn gì lại ngẫu nhiên thấy chương trình km (tặng kèm chảo cơm bò/chảo cơm tôm) khi mua 1 suất gà nướng (130k) hoặc gà rán (140k) trên fb nên dù lúc đó gần 12h mà bên ngoài trời nắng chang chang cũng ráng lấy xe ra chạy qua Don. Các món gà ở Don thì ngon & chất lượng khỏi phải bàn rồi nên mình sẽ nói về ""chảo cơm bò"" và món canh. 1 chảo cơm như hình là 85k (km nên free), còn bát canh trong hình là canh đậu hũ 95k. Tuy là món km nhưng chất lượng không giảm nhé, mỗi tội có được hai miếng thịt bò chút xíu mà vì cơm ngon với bày trí món ăn đẹp nên tạm bỏ qua. Còn canh đậu hủ thì mình thấy cũng giống canh kim chi chỉ nếm được vị cay (cay vừa) chứ không có gì đặc biệt lắm, thêm cái là miếng tàu hũ sắc bự quá nên hơi khó ăn. 
Mà hôm nay ghé buổi trưa mới để ý thấy nhân viên ít. Khách đông mà có mỗi một bạn nhân viên & chị thu ngân, còn trong bếp hình như chỉ có 1-2 người gì thui nên phải đợi kha khá lâu mới ra món. Đang đói mà còn gặp cảnh này cũng dễ bực lắm.
P/S: Vẫn là nên đi nhiều hơn 2 người chứ suất gà ở Don dù size nhỏ cũng đã 8 miếng kể cả cánh và đùi nên đi 2 người có thể ăn không hết và cảm thấy giá khá cao. Giá trên menu chưa bao gồm thuế VAT 10%.. The food here is ok but I've had numerous bad experiences which were met with nothing. First of all, Don is one of the pricier restaurants in Can Tho so when spending that money, you want some assurances. One time I ordered a 100k chicken salad that had BARELY 5 grams of meat in it. This time my grilled chicken seemed to have lost all it's skin and was therefore shrivelled and dry and not delicious. When I told the restaurant, all they said was ""sorry"". No refund, no offers to make up for it. This refusal to take responsibility screams ""We want to make big restaurant money but not provide the service to promise to improve or provide some kind of guarantee for your cash. I will think seriously about ordering again.. Ngon",https://www.foody.vn/can-tho/don-chicken-nha-hang-ga-nuong-han-quoc-tran-van-kheo,"Gà, Món hàn, Nhà hàng, Nướng"
Sâm Dừa - Đại Lộ Hòa Bình,"Nhà Văn Hóa Thiếu Nhi, Đại Lộ Hòa Bình, P. An Cư, Quận Ninh Kiều, Cần Thơ",7.9,09:30 - 18:00,10.000đ - 10.000đ,"10.0320818000000, 105.7824209000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwi8j47oraop0d@resize_ss576x330,"- Sâm Dừa 
- Sâm Dừa Bạc Hà. Sâm dừa ở đây siêu nổi tiếng, đặc sản ở Cần Thơ, người Cần Thơ chắc hẳn ai ai cũng biết rồi. Sâm dừa ở đây siêu ngon, ngọt vừa phải, và thơm nhẹ. Hai ông bà cũng rất hiền, vì đã lớn tuổi rồi nên đôi lúc làm cũng hơi chậm một tí, mình đi tầm 11h30 lúc đó khách cũng khá đông nhưnh cũng cở 5 phút là có được ly sâm siêu ngon rồi. À còn có một cái bình mà ong bay xung quanh mình cũng kh biết là bình gì. Có dịp quay lại sẽ hỏi ông bà. Nhưng chắc chắn sẽ quay lại.. Nghe tên sâm dừa mình cứ nghĩ là nước sâm bỏ thêm cơm dừa vào ko có gì đặc sắc nên cũng ko muốn thử cho lắm. Nhưng mà sau khi đã thử rồi thì mình phải nói là toẹt vời. Sâm dừa ko chỉ có nước sâm mà còn có cả nước dừa và cơm dừa. Vị ngọt thanh, lạ. Cơm dừa non, mềm ko bị cứng. Uống 1 ly lại muốn uống ly thứ 2. Thích hợp uống lúc trời nắng cũng như trời mưa 😂. Điều làm mình tiếc nhất là ko mang món này về Sài Gòn được mà lại uống lúc sắp về mà còn vừa mới ăn no nứt bụng. Tiếc quá là tiếc. Nhưng sẽ thử món này mỗi khi tới Cần Thơ 👍👍👍",https://www.foody.vn/can-tho/sam-dua-dai-lo-hoa-binh,"Món miền nam, Vỉa hè, Ăn vặt"
Yến Nhi - Bò Lá Lốt,"125 Châu Văn Liêm, P. Tân An, Quận Ninh Kiều, Cần Thơ",7.8,16:00 - 21:00,25.000đ - 50.000đ,"10.0312650000000, 105.7835364000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwc9enzn5vizf4@resize_ss576x330,"Mình ăn quán này từ khi quán còn rất là nhỏ. Lần nào vào đây mình cũng gọi một phần lớn thay vì hai phần nhỏ mà mình gọi phần 52.000 luôn ăn cho nó đã. Bò lá lốt ở đây được bạn mình từ Sài Gòn về đánh giá là rất là ngon phải nói là ngon hơn cả Sài Gòn không hiểu sao viên bò lá lốt ngọt ngọt và dài đễ dễ cuốn . Ngon hay không vẫn phải phụ thuộc vào mắm nêm mắm nem ở đây ngon cực kỳ ngon cay cay ngọt ngọt của mùi khóm ăn vào là nhức nách luôn. Bữa có ghé qua đây ăn, cực kì thích cách phục vụ của quán người bán cực kì nhiệt tình và thân thiện, đồ ăn lên nhanh. Bò nướng lá lốt hậu hơi ngọt nhưng rất ngon, có điều nước chấm có phần hơi mặn nhưng không thành vấn đề. Mình ăn một phần chỉ hết 27k mà no lắm luôn. Nếu có dịp sẽ ghé ủng hộ tiếp vì chủ quán dễ thương!!!^^. Quán đông hú hồn, sau đợt dịch mọi thứ trở nên ổn định mình mới dám đi ăn.
 
Dĩa trong hình là 60k, bao gồm 2 phần 30k, dành cho 2 người.

Dĩa rau gồm rau xà lách, rau diếp cá, rau thơm, chuối chát, khóm, dưa leo.

Bò lá lốt cuốn rau bún, chấm với mắm nên ăn rất ngon và hợp vị.

Đi chỗ này nên đi sớm tầm 18h, hôm mình đi 19h30 đã hết bò ròi.

Phải quán mở rộng thêm mặt bằng, lò nướng bò to hơn, thì mọi thứ sẽ ok hơn, k chộn rộn như hiện tại.. Phần 1 người ăn 28k
Ăn được nhiều cuốn, rẻ
Nhân làm hơi ngọt kiểu người miền Tây, mỡ hơi nhiều, lá nhiều, nhân thịt ít (tiền nào của nấy).
Quán nhỏ, nhưng khá nhiều nhân viên người làm, ngược lại thái độ phục vụ lạnh như tiền, chẳng vui vẻ niềm nở gì, mặt ai cũng như mặt chì.",https://www.foody.vn/can-tho/yen-nhi-bo-la-lot,"Bò, Quán ăn"
1985 Coffee - Live Music - Huỳnh Cương,"138 Huỳnh Cương, P. An Cư, Quận Ninh Kiều, Cần Thơ",7.4,07:00 - 22:00,12.000đ - 25.000đ,"10.0366083000000, 105.7796513000000",https://down-vn.img.susercontent.com/vn-11134513-7ras8-mciixd1qw8yk01@resize_ss576x330,"Về phần không gian thì khỏi chê, mọi góc đều có thể sống ảo. Trang trí bằng nhiều món đồ cổ, hoài niệm. Không gian ấm cúng, gợi cảm giác bình yên nhưng khách đến quán thì không giữ trật tự lắm. Có sân thượng, không gian ngoài trời khá chill.
✅Đồ uống khá ngon. Giá cả không quá cao, trung bình 30k/món. Đặc biệt có những món đặc trưng đựng trong những chiếc ly rất chất gợi cảm giác thời bao cấp.
✅Ngoài đồ uống, quán có menu đồ ăn khá ổn. Đăkc trưng nhất là cơm tấm mẳn (cơm tấm nhuyễn) Long Xuyên. Ngoài ra, còn có cơm phần gia đình trong các niêu rất xinh.
➡Nhân viên khá thân thiện, nhanh nhẹn. Tuy nhiên do khá đông nên chưa phục vụ tốt lắm.
✅Quán còn có các buổi phục vụ nhạc sống, như phòng trà những năm 80 vậy. Rất hay.
✅Giữ xe ở hẻm sau quán, có người trông xe.
Nói chung quán là một điểm đến rất lý tưởng ở Cần Thơ.
⭕Điểm trừ nho nhỏ là do điều hoà bên trong khá yếu nên còn nhiều mùi, quán có phục vụ cơm nên chú ý đee tránh mùi.. Trong chuyến công tác Cần Thơ được anh bạn dẫn vào quán này. Phải nói không gian rất cổ điển, nhiều hiện vật trưng bày thuộc thập niên 80-90. Ăn sáng ở đây đa dạng, cơm tấm 1 đĩa to với thịt sườn mềm và chén canh ngọt. Mình có thói quen uống cafe sữa nóng dù đến bất kỳ đâu, cafe thơm. Nhân viên vui vẻ, nhiệt tình!. Gọi là thú vị vì quán có view rất hợp gu mình :)) nó hơi cổ và trang trí rất đẹp. Đồ uống cũng đa dạng khá ngon có thể chấm điểm 9/10. Nhưng đại khái là do view đẹp nên tự khắc đồ uống nó ngon :)) hình như quán có những tiết mục hát nữa nhưng bản thân bị thu hút bởi view ở trên cao hơn nên bỏ lỡ. Còn tự hứa với lòng sẽ dẫn người yêu đến uống nước ở đây khi có dịp và có người yêu. Sẽ còn ủng hộ dài vì quán với mình rất rất dễ thương. Hôm nay mình cùng chị ăn trưa ở đây, cả 2 chị em đều là nhân viên văn phòng nên bọn mình chỉ có 1h để ăn. Vừa vào là nhân viên nhìn không có tí thiện cảm, lúc khách ord món mặt cứ như vừa mất sổ gạo, xong không biết em ấy ord kiểu gì 30p mình mới có đồ ăn, gọi ba món đem ra đúng 1 món, mình hỏi thì cứ trợn tròn to mắt nhìn mình bảo hết rồi. Hết rồi tại sao lúc khách ord ko nói? Đợi nửa tiếng sau mới nói? Điều bực mình nhất ở đây là thái độ nhân viên của quán. Mình đến đây lần đầu tiên và cũng là lần cuối cùng.",https://www.foody.vn/can-tho/1985-coffee-live-music-huynh-cuong,"Café, Dessert"
Cơm Chay Đạt - Nguyễn Văn Cừ,"146 Nguyễn Văn Cừ, P. An Khánh, Quận Ninh Kiều, Cần Thơ",7.7,07:00 - 21:00,5.000đ - 10.000đ,"10.0493216000000, 105.7711521000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwa6zf4s8mvvf6@resize_ss576x330,"Quán nằm trên đường Nguyễn Văn Cừ nối dài, gần đèn giao thông vào chợ An khánh ngay mặt tiền, rất dễ nhận thấy với bảng hiệu khá bắt mắt.
Nhân viên phục vụ vui vẻ, nhiệt tình. 
Không gian rộng rãi, thoải mái
Đồ chay nhưng rất đa dạng, 1 hộp chỉ 10k.
Ở đây có bán lẩu chay 50k, đồ ăn nhiều, rau nhiều. 2 đứa ăn k hết :))). Cơm chay Đạt nằm trên đường Nguyễn Văn Cừ nối dài nè :3 gần gần đại học y dược. Phía trước quán là matcha Nga nhe :3 Một phần lẩu 50k thôi, mà ăn cả tiếng mới hết, ăn xong no nóc, no là no đồ ăn, chứ bún thì không nhiều :3 mì thì 1 gói 4k :3 trang trí món bắt mắt, nước lẩu thì nên cay thêm chút nữa sẽ ngon hơn :3 Đồ ăn nhiều quá trời nhiều, rau đồ nữa, đủ loại. Ăn cái lẩu 50k xứng đáng dễ sợ :3 cực kì hài lòng :3. Bữa trời mưa to nên đã rủ nhỏ em đi ăn lẩu. Quán nằm trên đường Nguyễn Văn Cừ nối dài kế bên Moe nên dễ thấy lắm. Không gian cũng khá rộng nhưng hơi bị ẩm thấp. Như hình là phần lẩu chay của quán, đồ ăn nhiều khỏi nói luôn, một phần lẩu như vậy có thể ăn từ 3 đến 4 người ăn mới hết được. Phần lẩu được ăn kèm với bún có thể kêu thêm mì để có thể ăn thêm nhưng thì phải trả thêm tiền. Nước dùng được nêm nếm vị vừa ăn. Phần lẩu như hình có giá chỉ 50k mà thôi.. Mình đến đây lần đầu, anh chủ với cô chủ cũng thân thiện. nhưng lại rất hay k nghe mình gọi, có lẽ do quá đông.

Điểm + : . nhìn độn lên do rau nhưng nhiều thật. Nên đem theo 3 đứa để ăn cho vừa no. 2 đứa no căng bụng khó chịu lắm à
 . Có trà đá free

Điểm - : . Quán k thích hợp cho bạn nào thích sạch sẽ, quán bề bộn kiểu quán nhậu vậy.
 . Ly muỗng nên rửa kĩ
 . Nồi hơi nhỏ",https://www.foody.vn/can-tho/com-chay-dat-nguyen-van-cu,"Chay, Cơm, Ăn chay"
Linh Chi 2 Cafe,"Lê Nhựt Tảo, P. Phú Thứ, Quận Cái Răng, Cần Thơ",8.0,,15.000đ - 25.000đ,"10.0044441620217, 105.8070583635483",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9218e6stej06@resize_ss576x330,"Lâu lâu tìm về nơi hẻo lánh cho thay đổi không khí, nói là hẻo lánh thế thôi chứ quán nằm ở gần cuối khu dân cư.
Đầu tiên ấn tượng với quán là khi order món bằng cả máy tính bảng cơ, không nghĩ là ở đây lại cập nhật nhanh vậy.
Nhân viên phục vụ tốt, từ bảo vệ cho đến nhân viên ai ai cũng đều vui vẻ. Dù hôm đó trời mưa nhẹ nhưng bảo vệ vẫn nhiệt tình ra dẫn xe ra/vô cho mình. 
Nước uống ở đây khá là hợp khẩu vị với mình, không quá ngọt, vị vừa phải. Giá cũng hữu nghị vô cùng.
Nói chung là nơi đây nên đến",https://www.foody.vn/can-tho/linh-chi-2-cafe,"Cafe, Café, Dessert"
Quán Chay Âu Lạc,"115 Đường 26 Tháng 3, Quận Ô Môn, Cần Thơ",7.5,05:00 - 20:00,15.000đ - 25.000đ,"10.1113559033318, 105.6207638606429",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwe36wmqcq8r35@resize_ss576x330,"Đi vòng vòng Ô Môn mình không có được rành như người Ô Môn nên không biết nhiều quán ăn, tuy nhiên mình thấy được quán đồ chay này có vẻ ok nè, ở đường trần hưng đạo.
Giá cả cũng bình dân.
Chất lượng tạm ổn, không dám so sánh đồ ăn chay ở đây với Ninh Kiều vì mình cũng không ăn ở đây nhiều, nên mình thấy chất lượng chỉ tạm ổn thôi chứ không thật sự xuất sắc.
phục vụ nhanh, có nhiều người nhiều khâu nên gọi í ới là có ngay
không gian bị nhỏ nên để thoải mái bạn nên mua đem về. Quán chay bán ở đây cũng khá lâu đời rồi. Dịp rằm tháng giêng nên ghé lại quán ăn chay thử. Không gian quán nhỏ nhưng sạch sẽ. Menu có nhiều món, món nào cũng với cái tên mặn nhưng bản chất thật sự là đồ chay. Cô chủ ở đây làm đồ ăn khéo lắm nên nhìn vào cứ tưởng món mặn đến khi ăn vào rồi mới biết rõ. Ở đây còn có bán bánh mì pate( đồ chay nhé) cho những ai không thể ngồi tại quán ... cô chủ phục vụ vui vẻ mà cũng nhiệt tình nữa. Giá lại khá rẻ nên lần sau nếu đi ngang sẽ ghé lại",https://www.foody.vn/can-tho/quan-chay-au-lac,"Chay, Ăn chay"
Toàn - Phở Bò & Bún Bò Huế,"342 Nguyễn Văn Cừ, P. An HòA, Quận Ninh Kiều, Cần Thơ",7.5,09:00 - 11:30,20.000đ - 25.000đ,"10.0431750000000, 105.7649040000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwght1sxfgezb2@resize_ss576x330,"Nêm vị phở rất vừa ăn và quan trọng là giá rẻ nữa 26k tô. Thịt bò mềm chắc mua bò mắc tiền hơn vì mình ăn thịt bò chổ khác thịt bị dai. Quán này do bạn dẫn đi ăn, chứ hồi đó giờ cũng không để ý là có quán này luôn đó. Quán nằm trên đường NVC, kế bên bánh canh Việt nên cũng dễ thấy lắm. Quán có không gian cũng khá rộng, mà đặc biệt là quán có nhiều món cũng ok lắm.
Ngoài phở bò, bún bò huế ra thì hình như quán có bán bò kho nữa. Mình gọi 2 tô phở tái nạm viên, theo mình thì nước soup nóng quá chừng nè, dù đem ra mình chụp hình tầm 3p rồi mà vẫn còn nóng, nước soup ngọt thanh không quá mỡ và gây cảm giác ngán như nhiều chỗ. Quán có tương đen với tương ớt cũng tương tự quán phở khác, mà do sate của quán hấp dẫn nên mình có để vào 1 muỗng thử thì thấy ngon. Thịt bò vừa chín tới cùng với tương rất vừa ăn. Quán hơi chu đáo khi trụng giá sẵn cho khách, và có cả quầy rửa tay sau khi ăn nữa. 1 tô chỉ có 25k thôi hà.
Nhân vên lịch sự và nhanh nhẹn ^^. Quán ngay khu ngã tư mậu thân/nguyễn văn cừ/võ văn kiệt khá dễ tìm. Kế bên quán cháo trắng bán 24/24 lúc nào cũng đông. Không gian ổn,sạch sẽ,nhân viên thân thiện lúc tính tiền chị đang bận nấu phở mà mình tính dọn đồ về rồi lại trả cho chị ai dè chị lại mình lấy luôn. 25k/1 tô ăn cũng ngon như mấy quán khác,rau thơm tươi có 3 loại,giá trụng,nước đậm đà thơm ngon ,free trà đá nữa,khăn giấy rút khá sạch. Có bún bò huế nữa để bữa nào ghé ăn thử.. Quán nằm ngay chân cầu rạch ngỗng nên cũng dễ tìm. Phở sợi nhỏ, thịt bò dai ngon vừa phải, nhưng chả bò nhiều bột quá nên không ngon cho lắm, rau ăn kèm hơi ít chỉ có giá thôi, còn rau thơm thì có rau húng quế, rau ngò gai, rau ngổ.",https://www.foody.vn/can-tho/toan-pho-bo-bun-bo-hue,Quán ăn
Bún Nước Lèo Sóc Trăng,"Bùi Quang Trình, KDC 586, P. Phú Thứ, Quận Cái Răng, Cần Thơ",8.5,05:00 - 17:00,15.000đ - 30.000đ,"10.0012598429098, 105.8033009245992",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwhxk8ovj5jvf0@resize_ss576x330,"Tình hình là mình đi sửa xe ở toyota, thấy đối nên chạy tìm gì ăn, thấy quán bún đúng sở thích luôn nên tạt vào quán làm 1 tô xem sao. Chủ quán ở đây rất vui vẻ nhiệt tình, trà đá miễn phí nữa nhé. Quán nằm kế quán cf Thanh Trà nên cũng rất dễ thấy nè. Mình ăn tô bún thêm đầu cá 35k mà 4 cái lận , tôm ăn là thấy tươi rồi, nước lèo thì khỏi nói mình ăn húp sạch cã tô, đã đói đã thèm :)) Nói chung khá vừa lòng với tô bún nước lèo ngay giữa khu DC 586 như vậy.
À tô bình thường có 25k đồ ắn khá nhiều :p. Nghe mọi người khen quán này bún ngon lắm... hôm trước có người bạn vô nhà chơi muốn ăn sáng nên quyết định qua thử xem sao... quán cũng khá rộng rãi. Tới quán là có mùi thơm của sả, ngải bún...
Mình ăn tô đầy đủ còn bạn mình thì để có cá, bún mang ra khá nhanh. Mình nếm trước vị nước lèo quả ngon vị mằn mặn của mắm thanh thanh ngọt ngọt ăn rất thích.. bạn mình cũng khen..
Tô bún đầy đủ của mình có Tôm lột vỏ, Heo quay cắt thành miếng, Cá lóc luộc đã bỏ hết xương trắng phau à.
Cá nhe ăn vào rất ngon vị ngọt ngọt không tanh, khi chấm với mắm me ngon ngất ngây luôn. Tôm cũng tưới phơi phới còn miếng heo quay nêm rất vừa ăn. Đi cùng bún thi có rau muống, bắp chuối thái mỏng, giá , hẹ, rau húng... Ăn thì các bạn nên cho thêm chanh và ớt vào để tăng hương vị nhé
Quán đầu tư rất kỷ nhìn rất sạch sẽ và có cã cam kết giá (gía đỗ có rất nhiều rễ nhé) sạch rau chuối tự bào (chuối ko có trắng phiếu) cá đảm bảo cá đồng
Có cã câu "" Sức Khõe Khách Hàng Là Số 1 ! "" mình thấy yên tâm ăn ngon ko lo hóa chất ... giá 2 tô mình chỉ có 50k ... rất đáng để thử nhé cã nhà. Đã được rất nhiều người recommend quán này và cuối cùng mình cũng thử. Nước leo ở đây ngon đúng hương vị ở Sóc Trăng mình đã từng ăn. Nước lèo khá là hạp vị mình lắm , nước lèo làm từ mắm nhưng khi ăn vào thì nước rất thanh ngọt ngọt nghe nói là do nấu với nước dừa á. Còn cá thì là cá đồng nên ngọt và không tanh mình thì ghét ăn cá đó nhưng h thì ăn đươc rồi. Nghe nói quan sẽ ra ngoài Trung tâm. Để qua tới 586 xa mình quá",https://www.foody.vn/can-tho/bun-nuoc-leo-soc-trang-bui-quang-trinh,"Bún, Quán ăn"
Cơm Dương Châu & Cơm Tấm - Đại Lộ Hòa Bình,"6 Đại Lộ Hòa Bình, Quận Ninh Kiều, Cần Thơ",7.3,18:00 - 22:00,15.000đ - 25.000đ,"10.0350658043793, 105.7858600963124",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwacwr3pkm3f3f@resize_ss576x330,"Cứ lâu lâu lại chạy ra quán này mua cơm mang về mà ăn, dạo này biết quán dời địa điểm ra ngoài chổ chợ đêm hàng dừa để bán rồi, không còn ở đại lộ hòa bình nữa, mình thì đến hay gọi món cơm đùi gà để ăn 1 hộp vậy giá từ 15-25k tùy loại nữa nhe, nhưng cơm ăn ngon và hợp khẩu vị cực kỳ luôn nhe, anh chủ quán khá là vui vẻ và nhanh nhẹn, làm đồ ăn cực kỳ mau lẹ luôn tuy mua về mà cơm còn nong nóng để ăn chứ khá là thích. Quán này mình ăn được vài lần rồi cũng ngon lắm luôn, giá cả thì vừa tíu tiền lắm
Mình mua 2 phần cơm chiên 1 đùi gà và 1 hộp thịt lòng, theo mình cảm nhận thì cơm ăn khá là ngon và vừa miệng không cần chang nước tương đâu, chỉ cần chang tương ớt cho nó cay cay tý là ngon rồi, cơm chiên không quá khô thịt đùi gà vừa ăn ướp vừa miệng đùi cũng khá là to, thịt lòng nhiều lắm luôn ăn hết cơm mà chưa hết thịt lòng nữa á
Chú bán làm nhanh lắm luôn
Nhiệt tình và vui vẻ lắm. Hôm nay chạy ngoài đường chả biết ăn gì thấy trên đường có quán này kế bên nhà sách phương nam nên mình ghé mua ăn thử
Mình mua 1 hộp cơm chiên dương châu thịt lòng, theo mình cảm nhận thì cơm khá là vừa ăn thịt lòng cũng khá là nhiều ăn hộp cơm mà no muốn sỉu luôn thịt lòng thì nhiều thôi rồi nguyên bộ đồ lòng luôn
Cô bán cơm làm khá là nhanh nhẹn mình ghé vào mua 1 hộp cơm đợi cô làm này nọ chiên cơm khoảng 5 phút là có rồi rất nhanh. Khoái cơm dương châu đó giờ, mà người ta toàn bán buổi sáng ko ăn được, chỉ biết mỗi chỗ chú này bán tới tối 😂 Lâu lắm ko ăn lại chú hỏi gì cũng gù gù gật gật dạ dạ, cuối cùng hộp to ụ tận 30k )))))))) Cơm ăn vị ko khác mấy lúc 2 năm trước hộp bth 15k thôi ))",https://www.foody.vn/can-tho/com-duong-chau-com-tam-dai-lo-hoa-binh,"Cơm, Cơm tấm, Quán ăn"
Cơm Phần Trung Ký,"Nguyễn Văn Cừ Nối Dài, Quận Ninh Kiều, Cần Thơ",7.7,08:00 - 22:00,20.000đ - 30.000đ,"10.0137080000000, 105.7341100000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwesk1k4udax10@resize_ss576x330,"Quán bình dân, không gian nhỏ và hơi tối, gần trường học, thích hợp trở thành lựa chọn ""cứu đói"" cho sinh viên.
Phục vụ nhanh chóng và chu đáo, mọi người làm ở quán đều rất hòa đồng và vui vẻ.
Quán nhiều món ăn gia đình, lần này mình dùng canh chua và ba rọi muối chiên. Mình rất thích món thịt chiên, ướp mặn vừa đủ để ăn kèm với cơm. Canh chua hơi ít nước, và ngọt hơn là chua, ăn có vẻ thấy nước canh hơi đặc. Cá và đồ ăn thì ngon, nhưng mà dùng nước canh thì hơi thất vọng.
Mức giá khá thích hợp cho sinh viên. Mình đã đén thử khá nhiều lần và khá hài lòng, ngoài điểm trừ không gian thì mọi thứ tương đối ok.. Trưa ăn cơm là thường hay ghé lại đây nhất, thường thì ăn cơm thịt ba rội chiên thôi nhưng hôm nay ghé lại thấy cá kho khá ngon mắt nên quyết đinh mua một phần cá ba sa kho. Ở đây đồ ăn làm sẵn để trưng ra hết nên nhiều khi ban đầu đến không biết chọn món gì vì quá nhiều món :)). Đồ ăn mua mang về được để riêng với cơm, mình thích nhất là ở điểm đó của quán. Về phần cá kho thì ở đây kho lạc nên với khẩu vị của mình khá là hợp, cá ăn chung với cơm ngon lắm, không có mùi tanh nhé. Một phần là 15k không hề thay đổi giá. Này lâu r chưa có ai review nên m tưởng là đóng cửa mất r. Vị trí nằm trên mặt lộ nguyễn văn cừ nối dài, tuy nhiên thì quán hơi nhỏ nên hơi khó thấy xíu. Lúc m lại cũng ít khách nên mua về mau, ở đây cũng bán nhìu món, đọc review của mấy b nói là đồ kho ngon nên mua về thử 1 phần thịt kho tiêu. 1 phần 15k, theo m thì đồ kho nêm ngon, có cái hơi ngọt (m thix ăn kho mặn hơn), nên m chan thêm nước mắm vào. Tuy nhiên thì thịt kho ngon hơn mấy chỗ khác, có cái cơm hơi ít, phải mua cơm thêm",https://www.foody.vn/can-tho/com-phan-trung-ky,"Cơm, Quán ăn"
Bún Riêu Cua 15K - Võ Văn Kiệt,"Võ Văn Kiệt, P. Long Hoà, Quận Bình Thủy, Cần Thơ",6.1,05:30 - 10:00,15.000đ - 25.000đ,"10.0677598000000, 105.7298577000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwegl04koqu32d@resize_ss576x330,"Quán nằm trên đường Võ Văn Kiệt, gần cầu Bà Bộ. Quán nằm ở khu đông đúc quán ăn sáng nhất trên đoạn đường này, món gì cũng có mà quán nào cũng đông hết. Quán bún riêu này có không gian khá rộng so với các quán còn lại nên cũng nổi bật lắm. Rộng nhưng rất đơn sơ, bình dân thôi. Tô bún như hình chỉ 15k thôi, bún được nêm rất ngon, thơm mùi cua đồng lắm, một tô không nhiều nhưng xin thêm rau là thoải mái nhé. Lâu lâu đi làm sớm mình hay ghé ăn lắm, khoái cô chủ hay cười, vui vẻ, nhiệt tình với khách.. Quán ở đường Võ Văn Kiệt, khúc chưa qua cầu bà bộ có rất nhiều quán ăn sáng. Thuận đường đi làm buổi sáng nên mình rất hay ghé mấy quán này để ăn, hay ghé nhất là quán bún riêu cua bình dân của cô chú này. Tô bún riêu cua chỉ 15k thôi nhưng rất nhiều, 2 cục cua, 2 miếng chả rồi mấy miếng thịt heo nữa, quán có để cho thêm một dĩa rau nhìn ngon lắm, thêm rau nữa thì thành một tô to đùng luôn. Cô nêm nước súp ngon, hầm xương nên nước ngọt, ăn chất lượng lắm.. đặc bún chj oi 0792451349",https://www.foody.vn/can-tho/bun-rieu-cua-15k-vo-van-kiet,"Bún, Bún riêu, Cua, Món miền nam, Quán ăn"
Bánh Mì Patê & Gà,"155 Nguyễn Trãi, P. An Hội, Quận Ninh Kiều, Cần Thơ",8.0,06:00 - 21:00,10.000đ - 25.000đ,"10.0423880000000, 105.7830410000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwhafxd39syj24@resize_ss576x330,"Hôm nay mình tình cờ đi qua quán này nên có tấp vào quán mua 1 ổ bánh mì để ăn phải nói bánh mì 1 ổ có 10k à mà ăn mình tháy cũng khá là ngon và hợp khẩu vị của mình lắm luôn nhe, thịt thà, chà bông và pate gan này nọ cũng nhiều lắm ấy ăn thấy cũng ngon miệng, nước sốt của quán cũng ngon và hơi là lạ nên ăn vào khá là ngon nhe, nhân viên quán cũng vui vẻ và thân thiện lắm luôn, chắc sẽ ghé quán ủng hộ dài dài quá",https://www.foody.vn/can-tho/banh-mi-pate-ga,"Bánh mì, Gà, Mì, Vỉa hè, Ăn vặt"
